
Vendor	SKU	Preferred_Name	GeneName
Abcam	AB102672	Q9H244	Spta1
Abcam	AB102672	Q9CPV9	RPP21
Abcam	AB102672	Q9EPX4	PANK3
Abcam	AB135356	Q96MY1	Tspan4
Abcam	AB135356	Q6DIB4	TROAP
Abcam	AB94603	P11309	NR5A2
Abcam	AB94603	P06803	HOPX
Abcam	AB94603	P26794	Hopx
Abcam	AB200567	Q9H0G5	AP5M1
Abcam	AB116145	Q8NDT2	Igf1r
Abcam	AB116145	Q6PHZ5	SFTPD
Abcam	AB68554	Q9UBS5	ARID2
Abcam	AB68554	Q9WV18	AGO2
Abcam	AB68554	Q9Z0U4	SLC35E1
Abcam	AB197986	Q92506	ANKRD28
Abcam	AB197986	P50171	PANX1
Abcam	AB197986	Q6MGB5	TNFAIP3
Abcam	AB108050	Q70CQ1	NOXO1
Abcam	AB108050	Q6P9L4	Noxo1
Abcam	AB6992	P29279	CTDP1
Abcam	AB6992	P29268	CEP95
Abcam	AB6992	Q9R1E9	Cep95
Abcam	AB135757	Q9HC62	Khsrp
Abcam	AB135757	Q91ZX6	Khsrp
Abgent	AP16760B	Q9UBN4-2	Hspa1l
Abgent	AP16760B	Q9UBN4-4	Hspa2
Abgent	AP16760B	Q9UBN4	Hspa8
Abgent	AP6876A	B1AK53	ELOVL7
Abgent	AP6876A	Q63618	PTPRR
Abgent	AP14658B	O14867	MNX1
Abgent	AP11705C	P17275	Irs2
Abgent	AP11705C	Q5U079	ZNF404
Abgent	AP11705C	P09450	Wee1
Abgent	AP11705C	P24898	FXYD7
Abnova	H00007158-M01	Q12888	NR1D2
Abnova	H00007158-M01	H7C3N7	NR1D2
Abnova	H00007158-M01	A6NNK5	NR1D2
Abnova	H00007158-M01	H7C495	NR1D2
Abnova	H00007158-M01	M0R142	NR1D2
Abnova	H00007158-M01	H7BZY0	NR1D2
Abnova	H00007158-M01	H7C151	Nr1d2
Abnova	H00007158-M01	C9JXV0	Nr1d2
Abnova	H00007158-M01	Q3YL84	Nr1d2
Abnova	H00007158-M01	P70399	Nr1d2
Abnova	H00007158-M01	F1M842	Nr1d2
Abnova	H00007158-M01	A0A1L1QZJ1	Nr1d2
Abnova	H00007158-M01	E7F2M6	Nr1d2
Abnova	H00007158-M01	F1RBE6	Nr1d2
Abnova	H00007158-M01	A1L1W2	Nr1d2
Abnova	H00007158-M01	Q12888-3	Nr1d2
Abnova	H00007158-M01	Q12888-2	Nr1d2
Abnova	H00007158-M01	Q12888-1	irs1
Abnova	H00007158-M01	P70399-1	IRS1
Abnova	PAB23135	F1NT80	THRA
Abnova	PAB23135	Q8NBU5	THRA
Abnova	PAB23135	B4E2J1	THRA
Abnova	PAB23135	Q9D5T0	THRA
Abnova	PAB23135	Q9D9C1	Thra
Abnova	PAB23135	Q505J9	Thra
Abnova	PAB23135	Q7TP35	Thra
Abnova	PAB23135	A0A0H2UHI7	Thra
Abnova	PAB23135	Q8NBU5-1	Thra
Abnova	H00000637-M03	Q8JGM8	Tmem9b
Abnova	H00000637-M03	A0A140T8G9	Tmem9b
Abnova	H00000637-M03	A0A1D5P8E8	Tmem9b
Abnova	H00000637-M03	P55957	Tmem9b
Abnova	H00000637-M03	B2ZP79	Tmem9b
Abnova	H00000637-M03	B2ZP78	Tmem9b
Abnova	H00000637-M03	A8ASI8	tmem9b
Abnova	H00000637-M03	P70444	tmem9b
Abnova	H00000637-M03	D3Z463	tmem9b
Abnova	H00000637-M03	Q9JLT6	TMEM9B
Abnova	H00000637-M03	A8ASI9	TMEM9B
Abnova	H00000637-M03	P55957-1	DRAP1
Abnova	H00000637-M03	P55957-4	DRAP1
Abnova	H00000637-M03	P55957-2	DRAP1
Abnova	H00000637-M03	P55957-3	DRAP1
Abnova	H00008724-M10	Q5ZIA3	STAU2
Abnova	H00008724-M10	A0A1D5PN53	STAU2
Abnova	H00008724-M10	Q9VG51	STAU2
Abnova	H00008724-M10	O94291	STAU2
Abnova	H00008724-M10	O60493	STAU2
Abnova	H00008724-M10	O70492	STAU2
Abnova	H00008724-M10	Q78ZM0	STAU2
Abnova	H00008724-M10	D3Z789	STAU2
Abnova	H00008724-M10	D3Z6Z0	STAU2
Abnova	H00008724-M10	Q9CSC2	STAU2
Abnova	H00008724-M10	Q9CU14	STAU2
Abnova	H00008724-M10	Q5U211	STAU2
Abnova	H00008724-M10	Q08826	STAU2
Abnova	H00008724-M10	Q3B7E7	STAU2
Abnova	H00008724-M10	A0A0R4IDU3	STAU2
Abnova	H00008724-M10	B0S7S4	STAU2
Abnova	H00008724-M10	O60493-4	STAU2
Abnova	H00008724-M10	O60493-1	STAU2
Abnova	H00008724-M10	O60493-2	STAU2
Abnova	H00008724-M10	O60493-3	STAU2
Abnova	H00009136-M01A	O43818	Capn11
Abnova	H00009136-M01A	Q91WM3	Capn11
Abnova	H00009136-M01A	A0A087WS95	MAGEB10
Abnova	H00009136-M01A	B0BND5	COX7A2
Abnova	H00009136-M01A	Q06506	COX7A2
Abnova	H00009136-M01A	Q803S2	COX7A2
Abnova	H00009136-M01A	F1R3Q7	COX7A2
Abnova	H00085397-B01	R4GJB7	Tnnc1
Abnova	H00085397-B01	P57771	mll
Abnova	H00085397-B01	D6RD36	mll
Abnova	H00085397-B01	Q8BXT1	MLL
Abnova	H00085397-B01	D3Z289	MLL
Abnova	H00085397-B01	D3Z1V2	MLL
Abnova	H00085397-B01	D3YYE5	MLL
Abnova	H00085397-B01	D3YX00	MLL
Abnova	H00085397-B01	Q9D389	NPM3
Abnova	H00085397-B01	D3Z5I4	NPM3
Abnova	H00085397-B01	P49804	Npm3
Abnova	H00085397-B01	A0A0G2K6Y1	Npm3
Abnova	H00085397-B01	Q6DGI0	Npm3
Abnova	H00085397-B01	B2GTH3	npm3
Abnova	H00085397-B01	F1R249	npm3
Abnova	H00085397-B01	P57771-1	npm3
Abnova	H00085397-B01	P57771-2	SUDS3
Abnova	H00146225-B01P	Q8TAZ6	SHQ1
Abnova	H00146225-B01P	H3BMC0	shq1
Abnova	H00146225-B01P	Q8TAZ6-2	shq1
Abnova	H00146225-B01P	Q8TAZ6-1	SHQ1
Abnova	H00169841-A01	Q14929	GGT5
Abnova	H00169841-A01	Q7Z761	Ggt5
Abnova	H00169841-A01	Q6PJ92	Ggt5
Abnova	H00169841-A01	Q5SR55	Ggt5
Abnova	H00169841-A01	S4R440	Ggt5
Abnova	H00169841-A01	Q14928	Ggt5
Abnova	H00169841-A01	Q6PIG1	Ggt5
Abnova	H00009463-A01	A0A1D5P5B8	COX1
Abnova	H00009463-A01	Q86PF5	COX1
Abnova	H00009463-A01	Q8SY07	COX1
Abnova	H00009463-A01	X2JDZ1	COX1
Abnova	H00009463-A01	Q9NRD5	COX1
Abnova	H00009463-A01	A0A024R1J5	COX1
Abnova	H00009463-A01	E7EX80	COX1
Abnova	H00009463-A01	F6V3V1	COX1
Abnova	H00009463-A01	F6TII1	COX1
Abnova	H00009463-A01	F6VY12	COX1
Abnova	H00009463-A01	A0A024R1R7	COX1
Abnova	H00009463-A01	F6V107	COX1
Abnova	H00009463-A01	Q62083	COX1
Abnova	H00009463-A01	E9PUZ5	COX1
Abnova	H00009463-A01	Q80VC8	COX1
Abnova	H00009463-A01	E9QAC6	COX1
Abnova	H00009463-A01	Q8C1W2	COX1
Abnova	H00009463-A01	Q9EP80	COX1
Abnova	H00009463-A01	Q6GQQ2	COX1
Abnova	H00009463-A01	Q08BM4	COX1
Abnova	H00009463-A01	F1Q8Q4	COX1
Abnova	H00009463-A01	Q9NRD5-1	COX1
Abnova	MAB1549	P21611	mafa
Abnova	MAB1549	P61769	mafa
Abnova	MAB1549	F5H6I0	mafa
Abnova	MAB1549	J3KNU0	CRIM1
Abnova	MAB1549	Q16446	CRIM1
Abnova	MAB1549	H0YLF3	CRIM1
Abnova	MAB1549	K7N5M3	CRIM1
Abnova	MAB1549	K7N5M4	CRIM1
Abnova	MAB1549	P01887	CRIM1
Abnova	MAB1549	Q9D239	CRIM1
Abnova	MAB1549	Q3U679	CRIM1
Abnova	MAB1549	P07151	CRIM1
Abnova	MAB1549	Q04475	CRIM1
Abnova	MAB1549	B0UYS1	CRIM1
Abnova	MAB1549	H0WF44	CRIM1
Abnova	MAB1549	C5IG52	Crim1
Abnova	H00008602-B01P	E1C936	PLS1
Abnova	H00008602-B01P	O43051	PLS1
Abnova	H00008602-B01P	P78316	PLS1
Abnova	H00008602-B01P	E9PFK5	PLS1
Abnova	H00008602-B01P	Q96GC8	PLS1
Abnova	H00008602-B01P	Q8R3N1	PLS1
Abnova	H00008602-B01P	A0A0J9YU38	PLS1
Abnova	H00008602-B01P	Q8C539	Pls1
Abnova	H00008602-B01P	Q9CSY8	Pls1
Abnova	H00008602-B01P	Q3TSX5	Pls1
Abnova	H00008602-B01P	A0A0G2K0Z9	Pls1
Abnova	H00008602-B01P	D4A5G2	Pls1
Abnova	H00008602-B01P	Q99207	Pls1
Abnova	H00008602-B01P	Q6DRP8	pls1
Abnova	H00008602-B01P	Q5U3A0	pls1
Abnova	H00008602-B01P	P78316-1	pls1
Abnova	H00008602-B01P	P78316-2	ELMO2
Abnova	H00083890-B01P	Q9BWV2	LRP2BP
Abnova	H00083890-B01P	A0A140VJV2	LRP2BP
Abnova	H00083890-B01P	Q9D9R3	LRP2BP
Abnova	H00083890-B01P	D3ZFQ7	Lrp2bp
Abnova	H00083890-B01P	Q9BWV2-1	Lrp2bp
Abnova	H00083890-B01P	Q9BWV2-2	Lrp2bp
Abnova	H00083890-B01P	Q9BWV2-3	Lrp2bp
Abnova	H00083890-B01P	Q9D9R3-1	Lrp2bp
Abnova	H00083890-B01P	Q9D9R3-2	Lrp2bp
Abnova	H00006850-B01P	F1N9Y5	ND1
Abnova	H00006850-B01P	A0A0A0MQ53	ND1
Abnova	H00006850-B01P	P43405	ND1
Abnova	H00006850-B01P	C3W980	ND1
Abnova	H00006850-B01P	A0A024R244	ND1
Abnova	H00006850-B01P	A0A024R273	ND1
Abnova	H00006850-B01P	C3W981	ND1
Abnova	H00006850-B01P	P48025	ND1
Abnova	H00006850-B01P	Q3UPF7	ND1
Abnova	H00006850-B01P	E9PWE9	ND1
Abnova	H00006850-B01P	Q3V3Q2	ND1
Abnova	H00006850-B01P	Q6P1E0	ND1
Abnova	H00006850-B01P	Q6LEP4	ND1
Abnova	H00006850-B01P	Q64725	ND1
Abnova	H00006850-B01P	G3V7N4	ND1
Abnova	H00006850-B01P	D3ZH44	ND1
Abnova	H00006850-B01P	Q63614	ND1
Abnova	H00006850-B01P	A0A0R4IUU0	ND1
Abnova	H00006850-B01P	F1QFN4	ND1
Abnova	H00006850-B01P	A0A0R4IBB3	ND1
Abnova	H00006850-B01P	Q910A2	ND1
Abnova	H00006850-B01P	E9QFU7	ND1
Abnova	H00006850-B01P	P43405-2	ND1
Abnova	H00006850-B01P	P43405-1	ND1
Abnova	H00006850-B01P	Q64725-1	ND1
Abnova	H00000740-B01P	Q9VYI3	Mthfr
Abnova	H00000740-B01P	F3YDM8	Mthfr
Abnova	H00000740-B01P	Q8SXZ9	Mthfr
Abnova	H00000740-B01P	Q13405	Mthfr
Abnova	H00000740-B01P	E9PI78	Mthfr
Abnova	H00000740-B01P	H0YDP7	Mthfr
Abnova	H00000740-B01P	E9PRD2	Mthfr
Abnova	H00000740-B01P	A0A024R578	Mthfr
Abnova	H00000740-B01P	E9PNF1	Mthfr
Abnova	H00000740-B01P	Q9CQ40	Mthfr
Abnova	H00000740-B01P	Q8BTB8	Mthfr
Abnova	H00000740-B01P	Q7TP77	Mthfr
Abnova	H00000740-B01P	P40858	Mthfr
Abnova	H00000740-B01P	E7F2U2	Mthfr
Abnova	H00001163-B01P	R4GMI4	NSMAF
Abnova	H00001163-B01P	A0A1L1S0Y9	AKAP13
Abnova	H00001163-B01P	P61024	AKAP13
Abnova	H00001163-B01P	Q5T178	AKAP13
Abnova	H00001163-B01P	Q9BZU3	AKAP13
Abnova	H00001163-B01P	D3DV79	AKAP13
Abnova	H00001163-B01P	Q5T179	AKAP13
Abnova	H00001163-B01P	P61025	AKAP13
Abnova	H00001163-B01P	D3YXP1	AKAP13
Abnova	H00001163-B01P	V9GWZ0	AKAP13
Abnova	H00001163-B01P	Q9D0L3	AKAP13
Abnova	H00001163-B01P	Q9D108	AKAP13
Abnova	H00001163-B01P	B2RZ99	AKAP13
Abnova	H00001163-B01P	Q6DEL8	AKAP13
Abnova	PAB6876	A0A1D5PPX2	SYNGR2
Abnova	PAB6876	P21554	Syngr2
Abnova	PAB6876	F8W908	Syngr2
Abnova	PAB6876	F8W187	Syngr2
Abnova	PAB6876	S5TLS4	Syngr2
Abnova	PAB6876	V5KA96	Syngr2
Abnova	PAB6876	Q9BYY6	Syngr2
Abnova	PAB6876	P47746	Syngr2
Abnova	PAB6876	Q99NU3	Syngr2
Abnova	PAB6876	P20272	SYNGR2
Abnova	PAB6876	Q99NU2	SYNGR2
Abnova	PAB6876	Q924V0	USP46
Abnova	PAB6876	Q7T3Q3	USP46
Abnova	PAB6876	P21554-1	USP46
Abnova	PAB6876	P21554-3	USP46
Abnova	H00001386-M15	O93602	ASPH
Abnova	H00001386-M15	A0A1D5P5L3	Asph
Abnova	H00001386-M15	G1K360	Asph
Abnova	H00001386-M15	P15336	Asph
Abnova	H00001386-M15	F2Z2K2	Asph
Abnova	H00001386-M15	E9PBF9	Asph
Abnova	H00001386-M15	A4D7U3	Asph
Abnova	H00001386-M15	A4D7U7	Asph
Abnova	H00001386-M15	A4D7U9	Asph
Abnova	H00001386-M15	A4D7V5	Asph
Abnova	H00001386-M15	E9PEK8	Asph
Abnova	H00001386-M15	H7C2N6	Asph
Abnova	H00001386-M15	C9JCI8	Asph
Abnova	H00001386-M15	F5H629	ASPH
Abnova	H00001386-M15	B8ZZU6	Asph
Abnova	H00001386-M15	P16951	Asph
Abnova	H00001386-M15	Q543G2	Asph
Abnova	H00001386-M15	Q68FE3	Asph
Abnova	H00001386-M15	G3UXC3	ASPH
Abnova	H00001386-M15	Q8CGB4	Asph
Abnova	H00001386-M15	P70299	Asph
Abnova	H00001386-M15	Q8CBR9	Asph
Abnova	H00001386-M15	Q640L6	Asph
Abnova	H00001386-M15	Q3UKS5	Asph
Abnova	H00001386-M15	F6Z2B2	Asph
Abnova	H00001386-M15	Q8BQY2	Asph
Abnova	H00001386-M15	A2AQE9	Asph
Abnova	H00001386-M15	Q3US39	Asph
Abnova	H00001386-M15	Q3UT24	Asph
Abnova	H00001386-M15	A2AQF0	Asph
Abnova	H00001386-M15	A2AQF1	Asph
Abnova	H00001386-M15	Q00969	Asph
Abnova	H00001386-M15	P53296	Asph
Abnova	H00001386-M15	F1QIZ9	Asph
Abnova	H00001386-M15	E9QBP5	Asph
Abnova	H00001386-M15	P15336-1	Asph
Abnova	H00001386-M15	P15336-5	Asph
Abnova	H00001386-M15	P15336-4	Asph
Abnova	H00001386-M15	P15336-3	asph
Abnova	H00001386-M15	P15336-8	asph
Abnova	H00001386-M15	P16951-1	asph
Abnova	H00001386-M15	P16951-3	ASPH
Abnova	H00001386-M15	P16951-2	ASPH
Abnova	H00001386-M15	Q00969-1	ASPH
Abnova	H00001386-M15	Q00969-2	ASPH
Creative Diagnostics	DPABH-28907	D3ZXF9	SAC6
Creative Diagnostics	DPABH-20157	A7E2C5	MCPH1
Creative Diagnostics	DPABH-04597	A0A024R9E0	EFR3A
Creative Diagnostics	DPABH-20877	Q8TF30	HNRNPH2
Creative Diagnostics	DPABH-17168	P05198	3
Creative Diagnostics	DPABH-21858	Q8N8Z8	character(0)
Creative Diagnostics	DPABH-10874	Q8WXD5	TNIP3
Creative Diagnostics	DPABH-09634	Q6H8Q1	HLA
Creative Diagnostics	DPABH-20295	B4DFE5	Pias1
Creative Diagnostics	DPABH-17228	Q6ZP82	OR51B6
Creative Diagnostics	DPABH-23074	Q96FE5	CXCL13
Creative Diagnostics	DPABH-18755	Q7Z6D5	hCG_2025835
Novus Biologicals	NBP1-49429IR	K4HVD3	Met
Novus Biologicals	NBP1-49429IR	A0A1D5PZC8	Met
Novus Biologicals	NBP1-49429IR	E1BVH8	Met
Novus Biologicals	NBP1-49429IR	A0A1D5PB58	Met
Novus Biologicals	NBP1-49429IR	Q96SI1	Met
Novus Biologicals	NBP1-49429IR	K7EPF0	Met
Novus Biologicals	NBP1-49429IR	K7EIF1	Met
Novus Biologicals	NBP1-49429IR	V9GYY8	Met
Novus Biologicals	NBP1-49429IR	K7EM48	Met
Novus Biologicals	NBP1-49429IR	K7EN63	Met
Novus Biologicals	NBP1-49429IR	K7EQS3	Met
Novus Biologicals	NBP1-49429IR	Q8K0E1	met
Novus Biologicals	NBP1-49429IR	A0A0U1RP38	met
Novus Biologicals	NBP1-49429IR	B5DF44	met
Novus Biologicals	NBP1-49429IR	Q6DC02	met
Novus Biologicals	NBP1-49429IR	Q96SI1-1	met
Novus Biologicals	NBP1-49429IR	Q96SI1-2	MET
Novus Biologicals	NBP1-82414	A0A1D5PPY1	Rem1
Novus Biologicals	NBP1-82414	Q9UBL0	Rem1
Novus Biologicals	NBP1-82414	A8K1F3	rem1
Novus Biologicals	NBP1-82414	C9J091	rem1
Novus Biologicals	NBP1-82414	C9JQQ6	rem1
Novus Biologicals	NBP1-82414	C9J5R1	rem1
Novus Biologicals	NBP1-82414	C9J2U3	BBS5
Novus Biologicals	NBP1-82414	H7C1B6	BBS5
Novus Biologicals	NBP1-82414	H7C2X8	BBS5
Novus Biologicals	NBP1-82414	C9JI74	BBS5
Novus Biologicals	NBP1-82414	C9JTX6	character(0)
Novus Biologicals	NBP1-82414	C9JD93	BBS5
Novus Biologicals	NBP1-82414	F8WDL2	BBS5
Novus Biologicals	NBP1-82414	H7C3J7	Bbs5
Novus Biologicals	NBP1-82414	C9JTF2	Bbs5
Novus Biologicals	NBP1-82414	H7C0P9	Bbs5
Novus Biologicals	NBP1-82414	Q9DCB4	Bbs5
Novus Biologicals	NBP1-82414	Q8BY43	Bbs5
Novus Biologicals	NBP1-82414	E9Q4A0	bbs5
Novus Biologicals	NBP1-82414	E0CXW0	BBS5
Novus Biologicals	NBP1-82414	E0CYS3	BBS5
Novus Biologicals	NBP1-82414	E0CY19	FADD
Novus Biologicals	NBP1-82414	E0CZ08	Fadd
Novus Biologicals	NBP1-82414	E0CYU3	fadD
Novus Biologicals	NBP1-82414	Q5FVI0	FADD
Novus Biologicals	NBP1-82414	D3ZQR3	FADD
Novus Biologicals	NBP1-82414	Q7M049	FADD
Novus Biologicals	NBP1-82414	A0A0G2JVX9	Fadd
Novus Biologicals	NBP1-82414	I3IT34	Fadd
Novus Biologicals	NBP1-82414	Q9UBL0-2	Fadd
Novus Biologicals	NBP1-82414	Q9UBL0-4	fadd
Novus Biologicals	NBP1-82414	Q9UBL0-3	NAA10
Novus Biologicals	NBP1-82414	Q9UBL0-1	NAA10
Novus Biologicals	NBP1-82414	Q9DCB4-2	NAA10
Novus Biologicals	NBP1-82414	Q9DCB4-4	NAA10
Novus Biologicals	NBP1-82414	Q9DCB4-3	NAA10
Novus Biologicals	NBP1-82414	Q9DCB4-8	NAA10
Novus Biologicals	NBP1-82414	Q9DCB4-1	Naa10
Novus Biologicals	NBP1-82414	Q9DCB4-5	Naa10
Novus Biologicals	NBP1-91271AF700	A0A1D5PWT9	Rab5c
Novus Biologicals	NBP1-91271AF700	F1NK32	Rab5c
Novus Biologicals	NBP1-91271AF700	A0A1D5PG78	Rab5c
Novus Biologicals	NBP1-91271AF700	A0A1D5P7S4	Rab5c
Novus Biologicals	NBP1-91271AF700	Q96K83	Rab5c
Novus Biologicals	NBP1-91271AF700	J3KTI4	rab5c
Novus Biologicals	NBP1-91271AF700	J3QQI2	rab5c
Novus Biologicals	NBP1-91271AF700	J3KT07	RAB5C
Novus Biologicals	NBP1-91271AF700	H7BYU6	RAB5C
Novus Biologicals	NBP1-91271AF700	J3KSZ4	CTDSP1
Novus Biologicals	NBP1-91271AF700	J3QRW6	CTDSP1
Novus Biologicals	NBP1-91271AF700	Q8IYZ2	CTDSP1
Novus Biologicals	NBP1-91271AF700	Q6KAS7	CTDSP1
Novus Biologicals	NBP1-91271AF700	E7F2P4	CTDSP1
Novus Biologicals	NBP1-91271AF700	Q6KAS7-1	CTDSP1
Novus Biologicals	NBP1-56342	P57727	UBA2
Novus Biologicals	NBP1-56342	B7WPR2	UBA2
Novus Biologicals	NBP1-56342	A0A140C6K5	UBA2
Novus Biologicals	NBP1-56342	A0A140C6K1	UBA2
Novus Biologicals	NBP1-56342	A0A140C6K6	UBA2
Novus Biologicals	NBP1-56342	A0A140C6K4	Uba2
Novus Biologicals	NBP1-56342	A0A140C6K3	Uba2
Novus Biologicals	NBP1-56342	A0A140C6K7	Uba2
Novus Biologicals	NBP1-56342	A0A140C6K2	Uba2
Novus Biologicals	NBP1-56342	A0A140C6K0	Uba2
Novus Biologicals	NBP1-56342	A0A140C6K8	Uba2
Novus Biologicals	NBP1-56342	Q8K1T0	Uba2
Novus Biologicals	NBP1-56342	Q2M1G4	Uba2
Novus Biologicals	NBP1-56342	Q3TZ06	uba2
Novus Biologicals	NBP1-56342	D3ZY65	UBA2
Novus Biologicals	NBP1-56342	P57727-5	uba2
Novus Biologicals	NBP1-56342	P57727-1	uba2
Novus Biologicals	NBP1-56342	P57727-2	uba2
Novus Biologicals	NBP1-56342	P57727-3	uba2
Novus Biologicals	NBP1-56342	Q8K1T0-1	UBA2
Novus Biologicals	NBP1-56342	Q8K1T0-2	UBA2
Novus Biologicals	H00001386-M15	O93602	Madd
Novus Biologicals	H00001386-M15	A0A1D5P5L3	Madd
Novus Biologicals	H00001386-M15	G1K360	Madd
Novus Biologicals	H00001386-M15	P15336	Madd
Novus Biologicals	H00001386-M15	F2Z2K2	Madd
Novus Biologicals	H00001386-M15	E9PBF9	Madd
Novus Biologicals	H00001386-M15	A4D7U3	Madd
Novus Biologicals	H00001386-M15	A4D7U7	Madd
Novus Biologicals	H00001386-M15	A4D7U9	Madd
Novus Biologicals	H00001386-M15	A4D7V5	Madd
Novus Biologicals	H00001386-M15	E9PEK8	Madd
Novus Biologicals	H00001386-M15	H7C2N6	Madd
Novus Biologicals	H00001386-M15	C9JCI8	Madd
Novus Biologicals	H00001386-M15	F5H629	Madd
Novus Biologicals	H00001386-M15	B8ZZU6	Madd
Novus Biologicals	H00001386-M15	P16951	Madd
Novus Biologicals	H00001386-M15	Q543G2	madd
Novus Biologicals	H00001386-M15	Q68FE3	madd
Novus Biologicals	H00001386-M15	G3UXC3	madd
Novus Biologicals	H00001386-M15	Q8CGB4	madd
Novus Biologicals	H00001386-M15	P70299	MADD
Novus Biologicals	H00001386-M15	Q8CBR9	MADD
Novus Biologicals	H00001386-M15	Q640L6	MADD
Novus Biologicals	H00001386-M15	Q3UKS5	MADD
Novus Biologicals	H00001386-M15	F6Z2B2	MADD
Novus Biologicals	H00001386-M15	Q8BQY2	MADD
Novus Biologicals	H00001386-M15	A2AQE9	MADD
Novus Biologicals	H00001386-M15	Q3US39	MADD
Novus Biologicals	H00001386-M15	Q3UT24	FBP1
Novus Biologicals	H00001386-M15	A2AQF0	FBP1
Novus Biologicals	H00001386-M15	A2AQF1	FBP1
Novus Biologicals	H00001386-M15	Q00969	Fbp1
Novus Biologicals	H00001386-M15	P53296	Fbp1
Novus Biologicals	H00001386-M15	F1QIZ9	fbp1
Novus Biologicals	H00001386-M15	E9QBP5	FBP1
Novus Biologicals	H00001386-M15	P15336-1	FBP1
Novus Biologicals	H00001386-M15	P15336-5	FBP1
Novus Biologicals	H00001386-M15	P15336-4	Fbp1
Novus Biologicals	H00001386-M15	P15336-3	FBP1
Novus Biologicals	H00001386-M15	P15336-8	Fbp1
Novus Biologicals	H00001386-M15	P16951-1	FBP1
Novus Biologicals	H00001386-M15	P16951-3	FBP1
Novus Biologicals	H00001386-M15	P16951-2	FBP1
Novus Biologicals	H00001386-M15	Q00969-1	Fbp1
Novus Biologicals	H00001386-M15	Q00969-2	FBP1
Novus Biologicals	BAF2364	P98160	Cntn6
Novus Biologicals	BAF2364	A0A024RAB6	HIST1H1E
Novus Biologicals	BAF2364	H0Y5A9	HIST1H1E
Novus Biologicals	BAF2364	H7BYA5	HIST1H1E
Novus Biologicals	BAF2364	A0A0U1RQT3	Hist1h1e
Novus Biologicals	BAF2364	B6EU51	Hist1h1e
Novus Biologicals	BAF2364	Q2VPA1	FBXL18
Novus Biologicals	BAF2364	O43834	FBXL18
Novus Biologicals	BAF2364	Q05793	FBXL18
Novus Biologicals	BAF2364	Q3UHH3	FBXL18
Novus Biologicals	BAF2364	Q2XQV0	FBXL18
Novus Biologicals	BAF2364	B1B0C7	Fbxl18
Novus Biologicals	BAF2364	Q5RKM8	Fbxl18
Novus Biologicals	BAF2364	Q52KG8	Fbxl18
Novus Biologicals	BAF2364	E9PZ16	Fbxl18
Novus Biologicals	BAF2364	O08591	Fbxl18
Novus Biologicals	BAF2364	Q62980	Fbxl18
Novus Biologicals	BAF2364	Q552K9	fbxl18
Novus Biologicals	BAF2364	F1R5K7	fbxl18
Novus Biologicals	BAF2364	A0A0R4IVZ2	FBXL18
Novus Biologicals	BAF2364	F1RCP6	FBXL18
Novus Biologicals	BAF2364	A0A0R4IZA6	FBXL18
Novus Biologicals	BAF2364	B2RZI0	CDK15
Novus Biologicals	BAF2364	A0A0R4IMY4	CDK15
Novus Biologicals	BAF2364	B0LVF1	Cdk15
Novus Biologicals	MAB1549	Q9UK85	TTLL3
Novus Biologicals	MAB1549	M0R1E5	TTLL3
Novus Biologicals	MAB1549	M0QYJ2	TTLL3
Novus Biologicals	MAB1549	M0R2X7	TTLL3
Novus Biologicals	MAB1549	M0R1Q7	TTLL3
Novus Biologicals	MAB1549	M0QZP1	TTLL3
Novus Biologicals	MAB1549	Q9QZL9	TTLL3
Novus Biologicals	MAB1549	Q3V2N2	TTLL3
Novus Biologicals	MAB1549	A0A1B0GRV4	TTLL3
Novus Biologicals	MAB1549	A0A1B0GRE6	TTLL3
Novus Biologicals	MAB1549	D4A444	TTLL3
Novus Biologicals	H00085397-B01	R4GJB7	GALC
Novus Biologicals	H00085397-B01	P57771	GALC
Novus Biologicals	H00085397-B01	D6RD36	GALC
Novus Biologicals	H00085397-B01	Q8BXT1	MKRN2
Novus Biologicals	H00085397-B01	D3Z289	MKRN2
Novus Biologicals	H00085397-B01	D3Z1V2	MKRN2
Novus Biologicals	H00085397-B01	D3YYE5	MKRN2
Novus Biologicals	H00085397-B01	D3YX00	Mkrn2
Novus Biologicals	H00085397-B01	Q9D389	Mkrn2
Novus Biologicals	H00085397-B01	D3Z5I4	Mkrn2
Novus Biologicals	H00085397-B01	P49804	mkrn2
Novus Biologicals	H00085397-B01	A0A0G2K6Y1	mkrn2
Novus Biologicals	H00085397-B01	Q6DGI0	mkrn2
Novus Biologicals	H00085397-B01	B2GTH3	mkrn2
Novus Biologicals	H00085397-B01	F1R249	mkrn2
Novus Biologicals	H00085397-B01	P57771-1	mkrn2
Novus Biologicals	H00085397-B01	P57771-2	MKRN2
Novus Biologicals	H00001163-B01P	R4GMI4	Rpl6
Novus Biologicals	H00001163-B01P	A0A1L1S0Y9	Rpl6
Novus Biologicals	H00001163-B01P	P61024	Rpl6
Novus Biologicals	H00001163-B01P	Q5T178	Rpl6
Novus Biologicals	H00001163-B01P	Q9BZU3	Rpl6
Novus Biologicals	H00001163-B01P	D3DV79	Rpl6
Novus Biologicals	H00001163-B01P	Q5T179	rpl6
Novus Biologicals	H00001163-B01P	P61025	rpl6
Novus Biologicals	H00001163-B01P	D3YXP1	rpl6
Novus Biologicals	H00001163-B01P	V9GWZ0	CYGB
Novus Biologicals	H00001163-B01P	Q9D0L3	CYGB
